text,score,label
telkomsel selalu hati,1,positif
mantaaabh,0,positif
aplikasi sangat bagus langgan baru kasih paket internet gb pokok nya debest lah,2,positif
puas bagt baru masuk langsung paket gratis gb,1,positif
tinkatkan terus moga makin mudah beli nya makin banyak promo nya,0,positif
alhamdulillah bantu banget,2,positif
tahan prestasi mu telkomsel,0,positif
aplikasi nya bagus guna kartu telkomsel,1,positif
mantap telkomsel paling murah,1,positif
sangat puas,0,positif
telkomsel is the best,0,positif
bagus,1,positif
alhamdulillah pakai telkomsel internetan lancar terus,1,positif
bagus,1,positif
sangat bagus,1,positif
poin pulsa apa,0,positif
apik bagus kok,1,positif
puas sekali terima kasih my telkomsel,2,positif
oke,0,positif
nyaman puas mudah jooooss pokok nya,2,positif
mantul,0,positif
mudah cepat tepat,3,positif
sangat bantu terimakasih,1,positif
not bad,0,positif
baik sekali,1,positif
dong geratisin dong kouta nya min,0,positif
mantap,1,positif
simple proses mudah ribet,0,positif
mantap,1,positif
top markotop,1,positif
mantp,0,positif
terima kasih mudah,3,positif
aplikasi sangat bagus,1,positif
mudah dalam beli paket,1,positif
game baik,1,positif
moga promo pulsa paket murah moga telkomsel selalu jaya,0,positif
top,1,positif
baik tahu tagih halo bagus okebagus,2,positif
mantap tambah promonya,1,positif
bagus,1,positif
bagus,1,positif
my telkomsel yahuuuiiisangat bantu mudah transaksi isi kuota,2,positif
puas,0,positif
good,0,positif
mantap,1,positif
bagus,1,positif
oke,0,positif
thansks,0,positif
gemar telkomsel kartu pilih,1,positif
baik,1,positif
best,0,positif
baguus,0,positif
nice sekali,0,positif
terima kasih,2,positif
mudah beli kontrol data banyak promonya,2,positif
telkomsel jaman sd dulu selalu jadi kartu hebattak kalah cepat sinyal nya lagi pesan terus lah usaha bahagia beri diskont gede langgan setia seperti ini,2,positif
good aplikasi,0,positif
mantap harga jangkau,1,positif
bagus,1,positif
bantu bagus,2,positif
good,0,positif
sangat puas,0,positif
selesai,1,positif
mantap lah,1,positif
mudah lugas,1,positif
my telkomsel sangat bagus sayakarna ada my telkomselsaya perlu keluar rumah beli pulsa jauhjauh trimah kasih my telkomsel membrikan mudah,1,positif
good good good,0,positif
apl sangat bantu,1,positif
kereb,0,positif
good,0,positif
mantap sukses,2,positif
mantap sangat,1,positif
bagus banget aplikasi nya suka,2,positif
good,0,positif
sangat baik,1,positif
sangat baik mudah laku proses beli paket data,2,positif
sangat bagus,1,positif
nice banget aplikasi nya sangat puas promo nya terima kasih buat my telkomsel,2,positif
mantap bagus,2,positif
mantap,1,positif
aplikasi sungguh luar biasa,0,positif
simple,0,positif
is the best pokok,0,positif
sangat bagusfitur layan di sedia kan sangat bantu,1,positif
sngat bantu,1,positif
aplikasi bagus mudah,2,positif
mantab,1,positif
baik terima kasih banyak,4,positif
top markotop,1,positif
sangat baik,1,positif
bagus banget,1,positif
my telkomsel sangat baik,1,positif
sukses,1,positif
bantu luar biasa,0,positif
tingkat,0,positif
bagus sangat bantu,2,positif
baik,1,positif
mudah beli kuota informasi kartu telkomsel,1,positif
senang,1,positif
aplikasi my telkomsel sangat dukung,1,positif
good,0,positif
good provider,0,positif
sapa tau undi,0,positif
mantap,1,positif
mntap,0,positif
peraktis,0,positif
mantap,1,positif
wah hebat,2,positif
good dikit update terus,0,positif
sangat bagus,1,positif
oke,0,positif
bos paket di murahin,0,positif
baik sekali,1,positif
sangat bagus,1,positif
bagus,1,positif
sngat suka,1,positif
good,0,positif
keren banget,1,positif
muas,0,positif
mantab,1,positif
terima kasih banyak fasilitas mudah layan asa sangat bantu,5,positif
kasih bintang,2,positif
telkomsel sangat bantu,1,positif
promonya sangat muas deh pokok,0,positif
terima kasih bantu,3,positif
bagus aplikasi nya,1,positif
next,0,positif
sangat suka,1,positif
aplikasi bagus telkomsel cuma kalau tolong dong lebih murahin promo paketannyaok,0,positif
apps bagusbanyakin promo bang plus gaya bahasa mudah masuk semua kalang,2,positif
muas sekali terimakasih,0,positif
mantab,1,positif
mantap,1,positif
oke mantap aplikasi,1,positif
sangat bantu,1,positif
cool,0,positif
muas kan,0,positif
sangat baik segala pungsi ada sesuai informasi,2,positif
sangat bagus app nya,1,positif
murah,0,positif
mantull,0,positif
mantul banget,0,positif
yyy,0,positif
banyak promo paket combo murah harga nya,1,positif
mantap bro,1,positif
good,0,positif
good apk,0,positif
bagus,1,positif
mantap deh,1,positif
good,0,positif
mantap,1,positif
suka,1,positif
aplikasi nya lumayan bagus banyak tawar paket kuota murah aku tau kalau paket kuota di my telkomsel murah aku mending beli paket kuota sini sejak lama,3,positif
mantap,1,positif
baik,1,positif
saja,0,positif
top,1,positif
terima kasih atas promo kuota nya walaupun tunggu lama buat promo,1,positif
very satisfying service,0,positif
good,0,positif
my telkomsel baik murah,1,positif
mantap bgnt aplikasih nya,1,positif
mantap,1,positif
mantap nih,1,positif
mantap my tekomseldapat bonussukses terus bwat telkomsel,1,positif
keren,1,positif
baguuuuussssss,0,positif
oke,0,positif
top top,2,positif
mantap,1,positif
mantap,1,positif
kuat sinyal nomor,0,positif
mantap,1,positif
suka banget deh sama sama apk nyaloafs loafs pacar sunoo,1,positif
paket my telkomsel sekarang mahalmahal yahhhhh,0,positif
sangat baik boskuhhh,1,positif
paket data murahin kenapa,0,positif
bagus,1,positif
sangat bantu ada aplikasi mytelkomsel terimakasih atas bantu,2,positif
good,0,positif
mantab,1,positif
mantap,1,positif
mantap telkomsel,1,positif
kuota nya mahal,0,positif
mantaf gampang banget,1,positif
the beast,0,positif
mantap,1,positif
good,0,positif
good,0,positif
puas pakai telkomsel,0,positif
aplikasi bagus,1,positif
wow,1,positif
baja,0,positif
sangat memuaskandan moga lebih majuundi undi heppy nya lebih banyak hadiah nyasemoga untung uuhaamiiin,3,positif
bagus,1,positif
mantap,1,positif
baik,1,positif
bagus banget,1,positif
bagus,1,positif
mantap,1,positif
buat lihat kouta,0,positif
baik,1,positif
bagus banget,1,positif
aplikasi mantap banget,1,positif
mantap,1,positif
lumayan good,1,positif
bagus,1,positif
paket murah,0,positif
mantap,1,positif
mantap dahhh,1,positif
telkomsel baik,1,positif
sangat muas,0,positif
baik,1,positif
bagus sangat manfaat mudah transaksi isi pulsa beli paket data,3,positif
baik,1,positif
min coba kasih paket warnet seru,1,positif
top,1,positif
puas banget,0,positif
bagus,1,positif
umum tukar poin telkomsel jarang ekspose real semua soal indonesia,0,positif
kereeeennnn,0,positif
sangat puas,0,positif
aplikasi nya sangat bagus,1,positif
jaring nya sangat bagus,1,positif
bagus,1,positif
mntap,0,positif
ajibajib,0,positif
bagus,1,positif
mntaap,0,positif
mantao,0,positif
aplikasi nya keren lebih cepat,2,positif
good,0,positif
bagus,1,positif
jozz,0,positif
sangat puas,0,positif
oke,0,positif
suka banget aplikasi my telkomsel terima kasih,3,positif
sangat bantu,1,positif
bagus,1,positif
mantapppp,0,positif
sangat bagus cepat buat isi ulang kuota,1,positif
bagus lancar,1,positif
sangat puas kartu telkomsel,0,positif
sangat bantu,1,positif
bagus,1,positif
telkomsel brengsek tiba kasih pulsa paket gue enggak butuh mskipun hangus bayar breeeeenngggsseeeekk,0,positif
good,0,positif
good job,0,positif
telkomsel jaring betulin dong masak buat main game enggak stabil teruskalah sama xl indosatpadahal beli paket mahal simpatimudah mudah dengar keluh ku saya maka simpati tahun,2,positif
baik,1,positif
puas,0,positif
hebat,1,positif
okeeh bagus,1,positif
bagus,1,positif
moga tukar poin telkomsel diamond free fire,0,positif
baik,1,positif
bagus,1,positif
mantap,1,positif
apk sangat bantu,1,positif
baik,1,positif
sip,0,positif
oke banget,0,positif
terima kasih telkomsel selalu hati kurang ada lebih nya kadang mahal kadang murah saya minta banyak promo nya,3,positif
bagus,1,positif
sangat murah riah bikin betah my telkomsel,0,positif
terima kasih sangat bagus,3,positif
nice aplication,0,positif
lebih mudah beli paket,1,positif
matntappppp,0,positif
terimakasih,0,positif
sangat bantu kurang anggar belanja bulan sinyal kuat internet pernah lot,0,positif
mantapppp,0,positif
oke sinyal lot,0,positif
bagus sekali telkomsel kota dumai,1,positif
my telkomsel paling baik,1,positif
sip banget josss,0,positif
o,0,positif
internetnya baik sehat selalu moga jadi lebih baik,3,positif
top,1,positif
good,0,positif
mantul maseeeh,0,positif
bagus,1,positif
suka,1,positif
telkomsel memang hebat,1,positif
my telkomsel mantap banyak,2,positif
tingkat terus,0,positif
senang sekali,1,positif
oke,0,positif
aku kasih bintang moga depan lebih muas,2,positif
aplikasi sangat bantu,1,positif
terima kasih moga manfaat,3,positif
puas,0,positif
pakai mudah,1,positif
bagus sekali,1,positif
jaring luas dimn keren mantap tingkat kan,3,positif
mantap,1,positif
good service,0,positif
mantap,1,positif
bagus,1,positif
sangat bagus,1,positif
good aplikasi,0,positif
n,0,positif
mantap,1,positif
sangat baik,1,positif
kembang,0,positif
jossss,0,positif
baik,1,positif
bagus,1,positif
sangat mudah bantu,2,positif
bagus,1,positif
sangat baik,1,positif
kualitas sinyal intrnet tlng baik,1,positif
sangat puas,0,positif
oke,0,positif
good,0,positif
mntap,0,positif
aplikasi sangan bantu,1,positif
armanarman,0,positif
sangat mudah beli paket mantap deh,2,positif
mudah jelas,1,positif
good,0,positif
layan sangat baik,1,positif
sipsmoga makin lebih baik,0,positif
mantap,1,positif
b,0,positif
mantap,1,positif
good luck,0,positif
good,0,positif
bagus,1,positif
sangat mudah guna,1,positif
sangat bantu,1,positif
sejak hp sudah telkomsel bagai jaring dari sejak sampai saat enggak pernah dengan sebut hadiah,1,positif
aplikasi sib,0,positif
iya sekarang lebih baik,1,positif
jossss,0,positif
makin cepat mudah,1,positif
mantap,1,positif
mantap,1,positif
mantap,1,positif
good,0,positif
sangat suka banget dengn promo nya,1,positif
top,1,positif
terimakasih,0,positif
bagus,1,positif
enak,1,positif
telkomsel bagus,1,positif
sangat mantap,1,positif
sangat baik,1,positif
bagus banget apk nya,1,positif
muas,0,positif
mantap,1,positif
jos,0,positif
cukup bagus mytelkomsel,1,positif
mantap sekali sangat muas,1,positif
baik,1,positif
keren,1,positif
suka aplikasi,1,positif
mau diskon nya,0,positif
bagus,1,positif
ecek beli paket jadi lebih simple,0,positif
puas sekali my telkomsel,0,positif
bagus,1,positif
bagus,1,positif
pulsa,0,positif
baik,1,positif
baik,1,positif
good,0,positif
sangat tarik,0,positif
jos,0,positif
bagus sih ada loh,1,positif
menang undi telkomsel poin tlpn di kasih nomer wa info lebih lanjut tidak respon kalo benar ada respon,2,positif
aplikasi bagus,1,positif
aplikasi bagus samgat bantu mantap,3,positif
julpan,0,positif
good,0,positif
mantap,1,positif
sangat bagus,1,positif
aplikasi paling mantul,0,positif
banyak promo lah kuota murah,1,positif
sangat bagus,1,positif
bagus banget buru download,1,positif
bangga jadi telkomsel,1,positif
irit,1,positif
terbaiksangat bantu,1,positif
harga internet mahal,0,positif
mantabbbb,0,positif
sangat membantungak ribeetmantap,0,positif
cepat,1,positif
bagus,1,positif
telkomsel oke,0,positif
sangat bantu terimakasih,1,positif
pulsa,0,positif
top,1,positif
mntap,0,positif
bagus,1,positif
bagus banget apk nya,1,positif
mantab,1,positif
bagus,1,positif
good,0,positif
baik sangat,1,positif
sangat bagus,1,positif
bagus simpl balam pmblian,1,positif
bagus,1,positif
good,0,positif
josss,0,positif
good app,0,positif
sangat mudah beli paket data,1,positif
enggak,0,positif
bagus,1,positif
jossss banget tq telkomsel,0,positif
baik,1,positif
mantap joos,1,positif
sangat bagus,1,positif
mantap,1,positif
bagus,1,positif
mudah,1,positif
aplikasi sangat bantu,1,positif
ilhaam sama babo,0,positif
puas,0,positif
good,0,positif
simpel,0,positif
baik,1,positif
bagus,1,positif
bismilah hoki pulsa undi,1,positif
sangat bantu,1,positif
mantaf sangat bantu,1,positif
good,0,positif
coc,0,positif
aplikasi nya sangat bagus,1,positif
jaring sangat stabil ke pelosok desa,1,positif
sip,0,positif
mantap,1,positif
sangat manfaat,1,positif
keren,1,positif
alus,0,positif
baik,1,positif
my telkomsel sangan bagus,1,positif
great,0,positif
baik,1,positif
suka telkomsel,1,positif
mantul pakety,0,positif
sangat ramaah,0,positif
saat masih nyaman pakai simpati sinyal enggak ragu,1,positif
sangat muas,0,positif
mudah,1,positif
bagus,1,positif
good,0,positif
kartu pertama ku sangat puas pakai telkomsel,0,positif
sangat harap sekali hadiahkarna sangat puas kartu halo,0,positif
great thanks telkomsel,0,positif
mantap,1,positif
sangat bagus,1,positif
luv,0,positif
keren banget,1,positif
bagus bantu mudah beli paket data,3,positif
mantap,1,positif
sangat mantap,1,positif
mantf,0,positif
mantap,1,positif
bagus banget bantu,2,positif
alhamdulillah rezeki anak soleh,2,positif
mantap man,1,positif
great,0,positif
mantapoo,0,positif
okay,0,positif
ol,0,positif
best,0,positif
aplikasi makin bagus,0,positif
banyak promo,1,positif
pokok puas bangetsegalanya jadi mudah,1,positif
bagus,1,positif
good,0,positif
respect,0,positif
mantap,1,positif
mantap,1,positif
mantap,1,positif
joss,0,positif
oke,0,positif
fungsi aplikasi bagus,1,positif
good,0,positif
bagus,1,positif
mantap,1,positif
enakeun,0,positif
good transaction,0,positif
mau mndalami kalo sla masih bagus,1,positif
sangat puas sekarang mhal paket,0,positif
apk keren,1,positif
mantap,1,positif
top banget,1,positif
top,1,positif
wah banget,1,positif
nice,0,positif
bagus,1,positif
sangat bagus,1,positif
bagus,1,positif
telkomsel is thx best,0,positif
sangat mudah cepat,2,positif
oke mantap,1,positif
mantap enggak nya,1,positif
aplikasi mantap harga paket di murah jangan terlalu mahal mytelkomsel,0,positif
sangat puas,0,positif
selalu jadi pilih,1,positif
puas,0,positif
sangat bantu,1,positif
mantap manfaat pagi telkomsel,2,positif
bagus,1,positif
mantap,1,positif
senang telkomsel,1,positif
sangat bagus,1,positif
mohon tingkat sinyal kalo hujan suka jelek,0,positif
mending dulu baik yang bagus,2,positif
bos,0,positif
apk bagus paling simpel cara fiturfiturnya,0,positif
good,0,positif
pos,0,positif
terima kasih sinyal bagus,3,positif
banget,0,positif
sangat bagus,1,positif
bagus,1,positif
mantap,1,positif
keren banget,1,positif
mantap suka aplikasi,2,positif
baik,1,positif
sangat puas signalx kuat,0,positif
bagus,1,positif
mantap,1,positif
sangat puas hasil maksimal,0,positif
good,0,positif
oke,0,positif
baik,1,positif
mantap,1,positif
dapat kuota gb serius terima kasih telkomsel,2,positif
terus kasih metode teebaru,1,positif
sangat bagus,1,positif
bonus enggak,1,positif
kasih bintang biar baca benar mah mes mereka ber komentar memang nyata semua telkomsel rasai banyak ketidaknyaman nya please baru,4,positif
please ada paket tahun,0,positif
sangat bantu,1,positif
kualitas bagus,1,positif
recomended,0,positif
apps bagus,1,positif
bagus,1,positif
mantap aplikasi nya,1,positif
sangat puas,0,positif
ada mytelkomsel sangat bantu dalam akses internet kala habis kuota thanks,1,positif
mantul,0,positif
mantap,1,positif
sangat suka,1,positif
gb nya ada,0,positif
mantap,1,positif
mantap,1,positif
good,0,positif
baik,1,positif
mantap jiwa,1,positif
good,0,positif
good,0,positif
bagus sekali,1,positif
good,0,positif
puas pakai my telkomsel,0,positif
bagus,1,positif
oke,0,positif
tarik,0,positif
sangat puas,0,positif
good,0,positif
apk sangat bagusdan sangat murah plsanya,0,positif
apk nya bagus,1,positif
mantap,1,positif
sangat bantu,1,positif
siiip,0,positif
good,0,positif
tetap sukses sinyal tambah bagus,3,positif
uuhu,0,positif
fitur lebih canggih belum lebih user friendly,1,positif
top,1,positif
makisih,0,positif
sungguh di ragu sekali apk karena murah banget,0,positif
mantap,1,positif
sangat bantu,1,positif
mantap,1,positif
baik,1,positif
baik mohon lebih banyak promo potong harga,2,positif
sangat bantu,1,positif
